"Município";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";" Total"
"316350 SAO JOSE DO JACURI";"0";"0";"71,13";"47,48";"51,88";"43,94";"58,78";"99,00";"116,30";"148,68";"101,16";"123,53";"98,86";"98,86";"78,41";"82,95";"92,65";"111,11";"164,58";"118,87";"132,08";"135,59";"100,00";"86,76";"77,94"
"316360 SAO JOSE DO MANTIMENTO";"0";"0";"74,14";"54,24";"93,75";"87,76";"40,82";"115,56";"100,00";"116,22";"137,04";"71,05";"90,91";"93,94";"118,18";"100,00";"77,14";"111,76";"144,12";"89,19";"105,41";"84,09";"76,32";"31,43";"78,45"
"316370 SAO LOURENCO";"0";"1,03";"62,23";"53,06";"65,06";"51,73";"6,03";"62,73";"89,04";"88,34";"100,39";"81,63";"93,63";"90,04";"94,02";"98,80";"88,22";"87,97";"65,05";"75,67";"81,04";"69,72";"76,44";"68,42";"67,49"
"316380 SAO MIGUEL DO ANTA";"0";"0";"30,40";"0";"99,02";"49,02";"7,77";"86,60";"170,13";"99,02";"148,48";"101,43";"100,00";"91,04";"95,52";"116,42";"96,43";"94,67";"119,35";"60,26";"80,77";"111,59";"103,39";"77,78";"71,82"
"316390 SAO PEDRO DA UNIAO";"0";"52,69";"15,96";"106,38";"51,19";"65,88";"9,41";"118,42";"127,91";"155,56";"165,62";"109,30";"129,79";"161,70";"108,51";"123,40";"162,50";"63,64";"106,38";"130,00";"157,50";"94,34";"77,05";"76,79";"84,14"
"316400 SAO PEDRO DOS FERROS";"0";"0";"53,26";"48,33";"39,44";"41,13";"6,47";"94,21";"80,14";"200,00";"100,00";"107,69";"143,68";"105,75";"82,76";"73,56";"120,00";"102,60";"81,63";"84,52";"120,24";"105,00";"111,69";"88,73";"70,27"
"316410 SAO PEDRO DO SUACUI";"0";"0";"50,72";"0";"31,58";"83,52";"68,24";"65,67";"71,43";"141,82";"105,88";"80,33";"118,75";"112,50";"87,50";"97,92";"101,82";"91,23";"62,50";"125,93";"74,07";"103,92";"83,33";"62,30";"63,08"
"316420 SAO ROMAO";"0";"48,19";"0";"101,03";"62,84";"75,00";"11,35";"106,86";"116,31";"116,77";"112,16";"86,47";"125,76";"106,06";"120,45";"107,58";"142,52";"83,46";"111,50";"86,05";"83,72";"104,55";"91,53";"68,52";"81,27"
"316430 SAO ROQUE DE MINAS";"0";"53,64";"34,55";"77,27";"126,97";"67,42";"65,17";"130,77";"111,27";"122,06";"103,23";"100,00";"100,00";"100,00";"76,06";"100,00";"81,08";"129,63";"147,17";"127,27";"90,91";"112,77";"103,17";"74,14";"86,74"
"316440 SAO SEBASTIAO DA BELA VISTA";"0";"0";"57,29";"36,73";"48,68";"68,83";"28,57";"95,00";"208,33";"121,79";"145,76";"80,30";"94,74";"123,68";"80,26";"96,05";"113,64";"122,22";"49,28";"113,92";"94,94";"112,90";"89,29";"70,13";"80,25"
"316443 SAO SEBASTIAO DA VARGEM ALEGRE";"0";"0";"0";"0";"40,43";"66,67";"0";"122,86";"184,00";"112,82";"153,12";"77,78";"100,00";"100,00";"141,18";"161,76";"100,00";"84,09";"170,83";"116,13";"129,03";"168,42";"195,24";"210,53";"79,47"
"316447 SAO SEBASTIAO DO ANTA";"0";"0";"79,55";"57,95";"87,05";"49,65";"23,61";"89,00";"93,46";"129,49";"56,31";"79,59";"123,68";"110,53";"127,63";"115,79";"117,05";"110,64";"106,67";"94,00";"81,00";"107,69";"148,10";"94,44";"82,98"
"316450 SAO SEBASTIAO DO MARANHAO";"0";"0";"67,29";"35,00";"67,65";"61,71";"15,41";"92,12";"102,19";"101,92";"98,05";"67,61";"101,75";"86,84";"78,07";"68,42";"114,43";"76,24";"99,00";"97,20";"88,79";"80,23";"66,30";"64,29";"62,82"
"316460 SAO SEBASTIAO DO OESTE";"0";"0";"70,00";"69,49";"76,56";"64,06";"31,75";"116,42";"116,00";"74,07";"86,21";"128,57";"85,33";"109,33";"117,33";"122,67";"143,68";"222,54";"117,72";"106,36";"81,82";"105,83";"124,14";"93,40";"97,40"
"316470 SAO SEBASTIAO DO PARAISO";"0";"69,79";"76,83";"45,19";"71,50";"75,76";"17,38";"81,29";"75,78";"94,64";"85,18";"81,74";"98,90";"94,15";"102,43";"92,94";"88,64";"102,54";"87,01";"104,10";"92,27";"102,44";"86,78";"75,65";"77,83"
"316480 SAO SEBASTIAO DO RIO PRETO";"0";"0";"128,00";"28,00";"70,83";"158,33";"41,67";"90,48";"116,67";"86,36";"68,75";"47,06";"110,53";"84,21";"78,95";"78,95";"146,67";"37,50";"93,33";"76,47";"41,18";"69,23";"20,00";"42,86";"70,04"
"316490 SAO SEBASTIAO DO RIO VERDE";"0";"0";"38,89";"5,41";"36,00";"20,00";"11,54";"133,33";"78,26";"96,43";"123,08";"90,91";"104,55";"109,09";"118,18";"90,91";"139,13";"117,65";"103,85";"65,52";"68,97";"116,67";"147,06";"106,25";"71,02"
"316500 SAO TIAGO";"0";"0";"72,35";"71,35";"106,79";"68,10";"24,39";"107,50";"108,73";"112,61";"109,60";"111,11";"138,89";"117,78";"164,44";"133,33";"63,64";"81,55";"100,00";"103,48";"93,04";"145,56";"89,92";"72,88";"84,39"
"316510 SAO TOMAS DE AQUINO";"0";"89,29";"88,18";"81,48";"66,44";"94,52";"17,69";"90,35";"115,89";"124,49";"130,43";"98,84";"111,32";"95,28";"97,17";"103,77";"100,00";"172,62";"125,00";"81,63";"93,88";"74,71";"107,58";"116,39";"91,01"
"316520 SAO THOME DAS LETRAS";"0";"4,84";"75,81";"55,65";"56,33";"51,88";"17,39";"127,71";"114,77";"119,40";"111,11";"89,86";"102,74";"91,78";"94,52";"109,59";"126,42";"109,59";"72,50";"103,03";"119,70";"93,59";"94,20";"126,98";"75,65"
"316530 SAO VICENTE DE MINAS";"0";"0";"29,91";"47,46";"23,64";"37,84";"0";"71,08";"77,14";"95,79";"122,22";"74,23";"111,43";"128,57";"112,86";"100,00";"106,25";"79,49";"244,44";"77,17";"71,74";"71,43";"94,87";"95,83";"67,29"
"316540 SAPUCAI-MIRIM";"0";"0";"22,14";"25,37";"64,57";"80,00";"3,03";"417,24";"144,30";"109,09";"121,52";"126,19";"109,41";"87,06";"109,41";"102,35";"83,87";"101,52";"108,57";"82,50";"38,75";"136,23";"80,26";"115,71";"76,27"
"316550 SARDOA";"0";"0";"61,47";"19,27";"48,21";"65,49";"22,61";"89,80";"177,94";"136,11";"153,85";"135,29";"177,46";"146,48";"167,61";"150,70";"96,81";"101,33";"152,94";"94,19";"100,00";"92,31";"112,82";"123,61";"91,15"
"316553 SARZEDO";"0";"0";"87,76";"58,69";"59,16";"130,81";"50,12";"72,70";"126,33";"119,88";"106,46";"87,66";"116,04";"98,40";"105,35";"110,96";"141,71";"111,90";"100,00";"104,66";"98,38";"103,42";"90,98";"88,15";"92,20"
"316555 SETUBINHA";"0";"0";"65,02";"100,45";"42,59";"70,11";"16,91";"78,24";"76,72";"82,95";"79,44";"81,64";"107,03";"114,59";"103,24";"95,14";"101,59";"89,19";"71,96";"103,01";"73,49";"120,90";"75,29";"80,77";"73,00"
"316556 SEM-PEIXE";"0";"0";"32,20";"0";"137,04";"74,07";"34,62";"97,06";"91,18";"117,86";"171,43";"71,88";"130,00";"120,00";"115,00";"135,00";"127,78";"172,22";"93,75";"70,00";"80,00";"100,00";"59,09";"90,00";"69,96"
"316557 SENADOR AMARAL";"0";"0";"55,05";"39,64";"25,25";"63,37";"13,59";"94,85";"114,44";"115,38";"133,33";"170,91";"106,98";"83,72";"103,49";"100,00";"101,06";"175,29";"143,75";"116,09";"94,25";"75,23";"145,54";"125,81";"86,86"
"316560 SENADOR CORTES";"0";"0";"6,82";"4,44";"34,48";"82,76";"33,33";"121,74";"117,65";"82,05";"146,43";"58,97";"195,45";"90,91";"136,36";"159,09";"81,25";"143,33";"138,46";"91,18";"102,94";"85,71";"103,85";"70,83";"77,44"
"316570 SENADOR FIRMINO";"0";"0";"34,38";"133,33";"135,87";"104,35";"0";"154,76";"104,30";"103,53";"98,89";"109,00";"98,86";"106,82";"97,73";"113,64";"134,07";"82,05";"106,67";"102,44";"98,78";"112,99";"94,51";"97,59";"91,80"
"316580 SENADOR JOSE BENTO";"0";"0";"28,12";"0";"76,92";"33,33";"55,56";"41,18";"145,45";"173,33";"127,27";"214,29";"83,33";"125,00";"125,00";"83,33";"107,69";"128,57";"150,00";"78,57";"171,43";"133,33";"54,55";"130,00";"69,72"
"316590 SENADOR MODESTINO GONCALVES";"0";"0";"0";"0";"64,44";"71,11";"57,30";"115,71";"95,35";"108,22";"100,00";"120,00";"71,88";"100,00";"87,50";"112,50";"61,82";"80,43";"151,16";"88,89";"113,89";"144,44";"120,51";"22,22";"65,81"
"316600 SENHORA DE OLIVEIRA";"0";"0";"0";"0";"96,91";"74,49";"56,57";"112,00";"107,25";"94,74";"127,87";"90,54";"101,52";"98,48";"77,27";"93,94";"146,67";"85,48";"131,91";"91,80";"100,00";"87,30";"104,65";"146,15";"75,77"
"316610 SENHORA DO PORTO";"0";"0";"0";"86,54";"80,88";"33,82";"69,12";"77,03";"110,00";"97,96";"125,00";"88,68";"108,70";"100,00";"106,52";"123,91";"76,00";"111,11";"122,86";"95,74";"59,57";"82,61";"112,50";"93,10";"78,82"
"316620 SENHORA DOS REMEDIOS";"0";"0";"0";"26,25";"56,41";"49,36";"1,92";"94,49";"77,24";"98,54";"115,89";"103,74";"95,79";"118,95";"115,79";"75,79";"160,67";"123,91";"140,91";"90,22";"106,52";"114,46";"87,74";"76,29";"70,50"
"316630 SERICITA";"0";"0";"100,00";"73,91";"77,99";"98,12";"31,68";"191,13";"154,55";"129,56";"123,85";"110,08";"214,08";"211,27";"201,41";"160,56";"114,05";"83,33";"141,77";"106,06";"77,78";"87,16";"129,89";"106,25";"104,78"
"316640 SERITINGA";"0";"0";"42,42";"24,24";"104,00";"100,00";"0";"64,71";"80,00";"128,00";"118,75";"90,48";"131,25";"193,75";"143,75";"106,25";"143,75";"76,47";"107,14";"133,33";"73,33";"156,25";"133,33";"94,12";"82,09"
"316650 SERRA AZUL DE MINAS";"0";"0";"0";"45,22";"67,50";"87,60";"67,21";"10,34";"75,00";"148,68";"211,76";"106,67";"142,19";"118,75";"107,81";"143,75";"127,78";"103,39";"102,00";"158,54";"121,95";"70,31";"56,82";"32,50";"76,95"
"316660 SERRA DA SAUDADE";"0";"40,00";"40,00";"70,00";"92,86";"42,86";"14,29";"133,33";"128,57";"87,50";"80,00";"166,67";"60,00";"100,00";"180,00";"120,00";"300,00";"88,89";"75,00";"66,67";"88,89";"83,33";"100,00";"75,00";"79,38"
"316670 SERRA DOS AIMORES";"0";"0";"133,99";"88,00";"133,74";"81,76";"9,03";"104,90";"120,48";"132,09";"84,17";"74,84";"112,32";"86,23";"92,75";"88,41";"82,24";"92,71";"75,00";"73,33";"96,67";"83,52";"90,67";"65,22";"83,01"
"316680 SERRA DO SALITRE";"0";"29,30";"40,27";"71,68";"79,21";"77,09";"0";"116,56";"84,94";"110,87";"100,76";"85,14";"112,78";"100,00";"98,50";"106,77";"91,47";"104,07";"96,83";"129,10";"105,22";"109,42";"99,44";"61,11";"78,56"
"316690 SERRANIA";"0";"0";"70,86";"61,18";"79,37";"83,59";"34,88";"92,91";"101,80";"86,72";"95,58";"106,93";"94,12";"78,99";"88,24";"85,71";"123,53";"86,81";"80,85";"111,54";"83,65";"103,41";"100,00";"85,71";"77,21"
"316695 SERRANOPOLIS DE MINAS";"0";"34,15";"34,57";"100,00";"55,70";"78,75";"10,13";"63,89";"106,85";"108,33";"83,33";"100,00";"89,74";"85,90";"71,79";"75,64";"75,93";"164,29";"74,14";"90,38";"86,54";"95,35";"90,70";"69,23";"72,94"
"316700 SERRANOS";"0";"0";"0";"0";"88,89";"130,56";"58,33";"158,82";"84,62";"103,57";"83,87";"135,00";"103,45";"65,52";"113,79";"79,31";"82,14";"89,47";"84,21";"81,25";"175,00";"88,89";"64,29";"73,08";"68,42"
"316710 SERRO";"0";"0,19";"0";"105,08";"56,78";"43,28";"79,96";"76,44";"90,35";"92,01";"80,67";"78,20";"91,78";"92,12";"92,81";"81,51";"77,99";"94,74";"73,06";"54,89";"89,85";"73,21";"84,09";"67,77";"64,99"
"316720 SETE LAGOAS";"0";"67,42";"61,25";"53,71";"88,71";"86,43";"19,49";"82,43";"102,88";"118,78";"104,37";"94,39";"95,93";"92,95";"93,79";"87,54";"98,65";"92,95";"96,32";"80,54";"72,47";"97,31";"86,50";"50,56";"79,16"
"316730 SILVEIRANIA";"0";"0";"0";"0";"15,62";"125,00";"3,12";"244,44";"75,86";"152,94";"105,56";"55,17";"206,25";"156,25";"106,25";"156,25";"188,00";"152,63";"84,62";"152,17";"78,26";"117,39";"60,71";"65,38";"80,83"
"316740 SILVIANOPOLIS";"0";"0";"86,05";"40,48";"16,05";"29,27";"28,05";"127,94";"114,06";"88,89";"101,56";"112,90";"116,39";"80,33";"152,46";"83,61";"124,19";"139,22";"116,95";"88,06";"101,49";"76,92";"107,69";"95,83";"78,54"
"316750 SIMAO PEREIRA";"0";"0";"51,22";"10,00";"45,65";"86,96";"34,78";"234,48";"103,12";"232,00";"114,71";"168,00";"96,00";"120,00";"120,00";"164,00";"231,25";"184,85";"173,91";"62,50";"75,00";"136,36";"54,55";"96,67";"96,51"
"316760 SIMONESIA";"0";"0";"61,13";"13,92";"68,14";"67,65";"10,23";"70,65";"90,44";"113,16";"126,67";"123,11";"105,71";"96,79";"98,93";"94,64";"125,00";"84,39";"95,15";"86,42";"96,60";"93,94";"83,12";"74,82";"73,87"
"316770 SOBRALIA";"0";"0";"44,21";"70,97";"124,24";"56,12";"13,40";"51,55";"120,00";"95,18";"129,49";"97,18";"97,30";"82,43";"85,14";"79,73";"141,54";"90,00";"128,57";"112,50";"123,21";"103,64";"74,58";"81,48";"78,19"
"316780 SOLEDADE DE MINAS";"0";"0";"67,07";"1,20";"36,71";"31,25";"22,50";"63,24";"90,28";"68,92";"84,85";"79,22";"105,80";"105,80";"118,84";"68,12";"77,22";"91,80";"72,46";"84,62";"87,69";"63,89";"79,03";"68,42";"63,12"
"316790 TABULEIRO";"0";"0";"21,51";"47,31";"45,90";"66,13";"16,13";"118,52";"109,09";"126,00";"119,44";"80,95";"92,16";"62,75";"82,35";"88,24";"88,37";"77,42";"134,62";"94,12";"56,86";"87,18";"137,14";"121,88";"66,92"
"316800 TAIOBEIRAS";"0";"0";"47,52";"68,95";"112,20";"110,75";"4,32";"75,98";"113,82";"112,86";"115,82";"110,72";"116,55";"101,12";"104,25";"102,46";"105,12";"91,67";"90,91";"87,55";"83,88";"98,65";"86,40";"10,96";"81,68"
"316805 TAPARUBA";"0";"0";"37,78";"39,13";"75,68";"18,92";"0";"97,50";"130,77";"135,71";"97,14";"105,00";"103,45";"110,34";"131,03";"134,48";"163,89";"110,00";"80,56";"121,62";"37,84";"82,98";"113,89";"93,94";"80,16"
"316810 TAPIRA";"0";"76,47";"0";"37,74";"50,00";"62,07";"52,54";"111,76";"111,43";"108,33";"86,05";"133,33";"70,45";"131,82";"140,91";"77,27";"182,00";"85,71";"131,58";"151,52";"142,42";"103,85";"110,87";"73,81";"88,49"
"316820 TAPIRAI";"0";"34,21";"13,51";"24,32";"111,54";"103,85";"30,77";"70,00";"129,41";"82,35";"105,00";"266,67";"137,50";"200,00";"187,50";"150,00";"175,00";"66,67";"58,33";"200,00";"137,50";"150,00";"138,46";"66,67";"79,40"
"316830 TAQUARACU DE MINAS";"0";"0";"74,60";"11,11";"59,26";"48,15";"9,09";"66,67";"142,31";"102,38";"122,86";"106,67";"84,62";"112,82";"105,13";"169,23";"85,37";"57,89";"114,71";"50,00";"111,90";"91,67";"63,16";"40,00";"68,76"
"316840 TARUMIRIM";"0";"0";"71,60";"18,57";"104,31";"39,04";"4,05";"90,85";"123,65";"123,78";"106,00";"119,85";"84,35";"113,61";"101,36";"127,89";"92,12";"113,77";"96,64";"25,54";"73,37";"86,23";"80,58";"49,61";"70,23"
"316850 TEIXEIRAS";"0";"0";"51,16";"0";"2,66";"95,79";"22,92";"72,96";"136,03";"122,56";"77,40";"111,38";"79,20";"91,20";"86,40";"85,60";"94,74";"69,53";"82,11";"25,00";"68,97";"107,92";"89,17";"99,09";"62,55"
"316860 TEOFILO OTONI";"0";"0,04";"63,25";"45,03";"64,51";"60,95";"22,09";"64,48";"75,85";"77,13";"82,60";"69,32";"80,75";"74,04";"78,65";"85,06";"86,77";"90,86";"77,19";"76,67";"76,77";"81,03";"73,07";"58,72";"64,01"
"316870 TIMOTEO";"0";"0";"69,88";"43,44";"89,74";"78,59";"20,36";"87,16";"101,36";"91,76";"92,00";"90,98";"100,00";"100,00";"97,04";"102,96";"101,77";"91,17";"112,28";"65,42";"93,61";"74,18";"76,33";"56,46";"74,66"
"316880 TIRADENTES";"0";"0";"0";"28,70";"41,86";"68,18";"15,73";"31,91";"142,50";"103,45";"89,66";"85,90";"68,35";"88,61";"100,00";"79,75";"44,16";"83,33";"88,31";"60,00";"81,11";"76,92";"65,85";"78,67";"60,67"
"316890 TIROS";"0";"52,66";"41,04";"23,16";"48,89";"49,44";"21,59";"78,67";"106,33";"114,47";"107,04";"110,39";"116,90";"104,23";"111,27";"105,63";"101,64";"193,75";"163,83";"104,69";"103,12";"142,62";"134,62";"95,83";"77,61"
"316900 TOCANTINS";"0";"0";"0";"85,86";"70,36";"82,49";"68,46";"113,40";"101,27";"117,24";"87,11";"98,26";"87,10";"86,02";"90,86";"111,29";"134,39";"111,40";"90,10";"103,54";"86,87";"97,80";"76,17";"68,37";"77,87"
"316905 TOCOS DO MOJI";"0";"0";"100,00";"103,33";"33,96";"56,60";"49,06";"223,26";"280,00";"92,86";"103,23";"73,17";"153,57";"107,14";"96,43";"132,14";"167,86";"172,73";"233,33";"92,31";"66,67";"165,52";"111,76";"119,35";"97,39"
"316910 TOLEDO";"0";"0";"119,47";"32,76";"101,09";"107,53";"56,38";"473,08";"289,47";"246,67";"184,62";"133,33";"160,34";"172,41";"167,24";"129,31";"235,85";"61,29";"116,92";"104,17";"115,28";"81,43";"101,56";"142,37";"114,53"
"316920 TOMBOS";"0";"0";"65,61";"7,33";"73,22";"45,95";"10,11";"63,49";"101,89";"68,94";"86,92";"85,00";"87,29";"86,44";"96,61";"90,68";"122,73";"75,00";"86,52";"60,53";"77,19";"82,29";"94,32";"69,14";"61,43"
"316930 TRES CORACOES";"0";"0";"66,83";"27,32";"90,47";"62,63";"16,59";"75,53";"99,91";"89,09";"94,06";"86,13";"100,81";"87,11";"99,29";"94,11";"100,60";"84,68";"92,93";"90,49";"86,02";"94,64";"91,18";"56,33";"72,55"
"316935 TRES MARIAS";"0";"0,74";"46,45";"23,39";"155,19";"52,79";"59,36";"82,56";"87,07";"97,52";"92,56";"77,73";"99,48";"85,68";"92,97";"99,22";"82,24";"77,75";"83,42";"97,90";"90,29";"89,89";"98,53";"84,94";"73,95"
"316940 TRES PONTAS";"0";"76,61";"82,25";"93,69";"47,48";"71,59";"22,60";"93,11";"92,56";"97,96";"94,22";"90,04";"101,39";"94,03";"92,22";"86,11";"110,03";"70,19";"90,74";"85,55";"89,90";"107,46";"97,18";"73,69";"79,55"
"316950 TUMIRITINGA";"0";"0";"40,18";"0";"65,77";"58,04";"16,96";"62,26";"102,35";"170,27";"90,91";"110,99";"134,67";"146,67";"124,00";"81,33";"80,77";"69,23";"105,80";"142,42";"101,52";"113,33";"106,17";"74,32";"75,86"
"316960 TUPACIGUARA";"0";"52,08";"43,50";"62,69";"86,16";"51,83";"18,21";"96,36";"119,87";"94,79";"107,53";"98,41";"108,40";"103,44";"107,25";"80,15";"145,71";"117,98";"90,80";"97,94";"90,53";"121,72";"88,04";"84,98";"81,94"
"316970 TURMALINA";"0";"0";"8,17";"49,51";"59,60";"107,36";"66,99";"85,10";"95,62";"76,74";"97,31";"206,99";"177,21";"141,18";"173,53";"183,82";"83,98";"96,09";"100,81";"84,55";"86,70";"102,67";"94,19";"80,09";"78,46"
"316980 TURVOLANDIA";"0";"0";"50,00";"15,38";"48,53";"62,32";"27,14";"96,08";"137,50";"177,14";"113,46";"142,86";"177,14";"142,86";"211,43";"171,43";"175,93";"104,17";"154,90";"90,14";"76,06";"100,00";"130,00";"139,13";"91,20"
"316990 UBA";"0";"0,32";"19,21";"81,88";"92,69";"89,24";"14,29";"122,16";"126,18";"125,65";"138,75";"99,85";"98,38";"95,30";"96,76";"110,32";"85,50";"99,56";"99,55";"83,65";"73,31";"93,96";"80,19";"79,52";"81,36"
"317000 UBAI";"0";"0";"32,95";"46,92";"67,53";"112,61";"18,26";"56,48";"178,83";"103,98";"135,06";"102,09";"75,83";"110,43";"108,06";"70,62";"82,55";"101,95";"104,85";"95,52";"90,30";"64,10";"70,45";"41,32";"72,84"
"317005 UBAPORANGA";"0";"0";"68,03";"66,40";"41,10";"72,52";"26,22";"119,35";"119,59";"97,21";"132,17";"87,97";"72,41";"78,74";"87,36";"93,10";"128,39";"98,06";"72,15";"78,16";"71,84";"100,75";"102,19";"90,48";"73,95"
"317010 UBERABA";"15,66";"61,19";"56,84";"64,62";"92,66";"73,95";"23,31";"80,21";"86,46";"85,55";"85,10";"81,99";"97,68";"99,24";"98,76";"86,92";"85,25";"87,65";"73,20";"79,22";"70,59";"76,75";"70,76";"47,49";"73,90"
"317020 UBERLANDIA";"1,26";"71,68";"55,90";"74,32";"121,43";"74,24";"17,34";"49,19";"97,36";"98,83";"98,22";"84,79";"94,28";"84,00";"89,01";"94,39";"95,01";"90,48";"83,55";"86,20";"69,75";"143,46";"98,43";"57,74";"80,72"
"317030 UMBURATIBA";"0";"0";"461,29";"26,98";"88,68";"109,43";"9,43";"72,34";"61,64";"188,64";"80,56";"109,68";"100,00";"105,26";"100,00";"115,79";"118,42";"144,12";"97,44";"100,00";"72,09";"157,14";"88,89";"70,73";"101,36"
"317040 UNAI";"0";"63,19";"67,30";"52,28";"53,86";"75,76";"2,56";"65,42";"100,45";"97,21";"110,46";"88,76";"102,67";"90,71";"97,98";"99,54";"98,98";"81,13";"72,87";"80,10";"70,15";"99,34";"74,60";"69,68";"74,30"
"317043 UNIAO DE MINAS";"0";"35,71";"65,28";"75,34";"72,97";"33,33";"2,63";"107,50";"119,23";"122,45";"113,46";"95,38";"157,45";"95,74";"121,28";"110,64";"122,64";"94,34";"91,67";"89,47";"78,95";"102,63";"89,13";"71,43";"80,56"
"317047 URUANA DE MINAS";"0";"66,67";"51,28";"95,00";"50,77";"53,03";"18,18";"150,00";"163,64";"169,70";"117,14";"113,16";"140,00";"131,43";"108,57";"128,57";"110,81";"110,53";"105,00";"77,78";"73,33";"134,62";"92,11";"65,71";"90,25"
"317050 URUCANIA";"0";"0";"54,00";"0";"34,38";"77,49";"27,23";"81,18";"96,57";"117,88";"106,59";"123,70";"118,70";"120,33";"96,75";"108,13";"127,27";"91,18";"102,31";"85,29";"93,38";"109,68";"91,67";"74,38";"77,65"
"317052 URUCUIA";"0";"0";"3,39";"70,22";"72,32";"101,31";"8,94";"58,72";"71,63";"116,67";"75,59";"86,70";"83,42";"71,50";"65,28";"60,62";"89,93";"134,38";"99,24";"85,71";"92,14";"84,25";"163,64";"128,57";"71,18"
"317057 VARGEM ALEGRE";"0";"0";"117,76";"0";"47,01";"102,52";"2,48";"124,47";"140,74";"121,59";"118,84";"100,00";"145,16";"109,68";"150,00";"133,87";"158,54";"168,54";"177,38";"177,94";"152,94";"136,21";"118,03";"103,57";"99,65"
"317060 VARGEM BONITA";"0";"130,30";"31,25";"77,42";"100,00";"80,00";"145,00";"123,33";"161,90";"125,00";"220,00";"82,61";"90,62";"90,62";"96,88";"68,75";"145,45";"147,62";"74,07";"105,26";"100,00";"176,92";"60,00";"50,00";"95,92"
"317065 VARGEM GRANDE DO RIO PARDO";"0";"0";"51,16";"83,72";"92,45";"88,79";"15,60";"101,47";"166,67";"122,22";"118,84";"105,36";"103,28";"113,11";"121,31";"100,00";"103,12";"79,63";"147,73";"79,71";"78,26";"135,19";"84,71";"61,54";"84,53"
"317070 VARGINHA";"0";"90,55";"23,14";"64,42";"57,91";"82,63";"16,48";"86,14";"89,51";"95,95";"90,13";"87,68";"98,26";"88,22";"96,07";"91,78";"91,77";"77,09";"88,98";"84,24";"81,25";"82,65";"74,69";"79,44";"74,54"
"317075 VARJAO DE MINAS";"0";"7,46";"3,08";"0";"98,91";"59,14";"0";"121,18";"103,77";"114,58";"110,53";"115,48";"97,17";"98,11";"95,28";"92,45";"106,60";"150,49";"119,51";"127,59";"110,34";"79,81";"115,48";"129,87";"89,51"
"317080 VARZEA DA PALMA";"0";"0";"40,37";"4,24";"37,64";"90,97";"0,94";"54,65";"90,15";"112,87";"121,77";"124,36";"117,24";"106,90";"96,36";"102,11";"88,71";"101,12";"136,90";"71,40";"88,44";"108,55";"102,47";"99,10";"72,57"
"317090 VARZELANDIA";"0";"51,22";"41,74";"66,22";"56,76";"66,45";"10,94";"90,76";"123,85";"105,32";"107,97";"110,03";"148,94";"130,64";"123,40";"124,68";"106,09";"112,22";"109,59";"109,23";"88,46";"98,64";"119,35";"96,04";"83,64"
"317100 VAZANTE";"0";"84,52";"97,08";"32,50";"30,07";"55,56";"6,51";"81,88";"92,33";"92,45";"90,31";"87,54";"92,61";"95,77";"82,39";"75,00";"110,82";"79,92";"56,91";"88,31";"93,94";"116,23";"82,27";"64,86";"74,03"
"317103 VERDELANDIA";"0";"69,15";"33,99";"44,88";"42,72";"69,30";"0";"51,75";"79,17";"127,88";"80,73";"108,38";"103,52";"114,79";"115,49";"112,68";"88,07";"82,43";"104,05";"68,31";"85,92";"72,66";"55,03";"56,93";"70,44"
"317107 VEREDINHA";"0";"0";"0";"41,09";"66,04";"59,81";"35,19";"111,94";"85,23";"85,53";"94,29";"147,73";"233,33";"166,67";"133,33";"226,67";"130,00";"107,81";"106,90";"114,81";"148,15";"132,08";"100,00";"76,67";"75,53"
"317110 VERISSIMO";"0";"40,68";"28,33";"36,67";"228,30";"38,98";"25,42";"133,33";"117,65";"118,18";"117,95";"107,69";"75,61";"104,88";"117,07";"109,76";"172,41";"135,29";"80,00";"69,44";"105,56";"96,88";"64,58";"29,55";"82,19"
"317115 VERMELHO NOVO";"0";"0";"51,14";"0";"83,87";"75,27";"80,85";"119,44";"149,02";"129,69";"149,06";"137,04";"139,13";"134,78";"141,30";"141,30";"121,67";"66,15";"84,75";"98,00";"106,00";"115,38";"154,55";"122,50";"89,35"
"317120 VESPASIANO";"0";"0";"59,40";"36,26";"60,84";"59,27";"25,09";"86,60";"89,63";"87,30";"100,69";"101,91";"114,14";"108,23";"115,93";"117,65";"104,73";"84,81";"100,55";"82,18";"80,46";"86,30";"75,59";"39,64";"75,66"
"317130 VICOSA";"0";"0";"48,81";"66,23";"74,10";"77,04";"9,44";"74,06";"111,53";"104,57";"100,33";"93,12";"90,34";"79,10";"87,08";"85,28";"112,39";"103,65";"88,11";"92,32";"88,25";"100,23";"92,11";"46,69";"74,05"
"317140 VIEIRAS";"0";"0";"25,33";"14,47";"52,83";"88,68";"29,63";"58,49";"80,43";"121,05";"93,62";"73,58";"127,03";"132,43";"132,43";"108,11";"161,90";"44,68";"81,82";"75,68";"102,70";"100,00";"118,75";"103,45";"69,26"
